cohort,fold,K,method,n_cell_types,val_auc,held_auc,val_ap,held_ap,val_f1,held_f1,val_mcc,held_mcc
Pappalardo,2,10,DE_top,8,0.95,0.9333333333333333,0.9666666666666668,0.942857142857143,0.8333333333333333,0.8333333333333333,0.5976143046671968,0.6900655593423543
Pappalardo,2,10,HVG,8,0.8,0.8333333333333334,0.81,0.9,0.7142857142857143,0.625,0.0,0.0
Pappalardo,2,10,LASSO,8,0.8,0.9,0.8761904761904763,0.902857142857143,0.7272727272727272,0.7692307692307693,0.31622776601683794,0.5590169943749475
Pappalardo,2,10,ElasticNet,8,0.6000000000000001,0.9333333333333333,0.7116666666666667,0.942857142857143,0.7272727272727272,0.6666666666666666,0.31622776601683794,0.28867513459481287
Pappalardo,2,15,DE_top,8,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.7905694150420948,0.8333333333333334
Pappalardo,2,15,HVG,8,0.85,0.8666666666666667,0.8766666666666667,0.9111111111111112,0.7692307692307693,0.625,0.3952847075210474,0.0
Pappalardo,2,15,LASSO,8,0.8,0.7666666666666667,0.8761904761904763,0.8253968253968256,0.8333333333333333,0.7142857142857143,0.5976143046671968,0.43033148291193524
Pappalardo,2,15,ElasticNet,8,0.7,0.8666666666666667,0.8083333333333333,0.8850000000000001,0.7692307692307693,0.7142857142857143,0.3952847075210474,0.43033148291193524
Pappalardo,2,20,DE_top,8,0.95,1.0,0.9666666666666668,1.0,0.9090909090909091,0.8333333333333333,0.7905694150420948,0.6900655593423543
Pappalardo,2,20,HVG,8,0.85,0.9333333333333333,0.8766666666666667,0.9266666666666667,0.7692307692307693,0.625,0.3952847075210474,0.0
Pappalardo,2,20,LASSO,8,0.8,0.8666666666666667,0.8761904761904763,0.8850000000000001,0.7272727272727272,0.6666666666666666,0.31622776601683794,0.28867513459481287
Pappalardo,2,20,ElasticNet,8,0.85,0.9333333333333333,0.902857142857143,0.942857142857143,0.8333333333333333,0.7142857142857143,0.5976143046671968,0.43033148291193524
Pappalardo,2,30,DE_top,8,0.8500000000000001,1.0,0.925,1.0,0.7272727272727272,0.6666666666666666,0.31622776601683794,0.28867513459481287
