method,holdout,fold,cell_type,rho
HVG,Ramesh,2,Mono,0.4856338028379753
HVG,Ramesh,2,NK,0.674037141236933
HVG,Ramesh,2,dnT,0.6269471696218868
HVG,Ramesh,2,gdT,0.4425117372221496
HVG,Ramesh,3,B,0.2736671989515749
HVG,Ramesh,3,CD4_T,0.6700980393045028
HVG,Ramesh,3,CD8_T,0.6871789751571421
HVG,Ramesh,3,DC,0.38618677622489
HVG,Ramesh,3,Mono,0.4655054076680122
HVG,Ramesh,3,NK,0.4989049629795688
HVG,Ramesh,3,dnT,0.699792171182256
HVG,Ramesh,3,gdT,0.4059044355990467
LASSO,Ramesh,1,B,0.3424563802220426
LASSO,Ramesh,1,CD4_T,0.2545958663950119
LASSO,Ramesh,1,CD8_T,0.2829898723513787
LASSO,Ramesh,1,DC,0.3986559424888282
LASSO,Ramesh,1,Mono,0.1943959327678665
LASSO,Ramesh,1,NK,0.2242931042590109
LASSO,Ramesh,1,dnT,0.3048505801651269
LASSO,Ramesh,1,gdT,0.2630599060774705
LASSO,Ramesh,2,B,0.2718906115306517
LASSO,Ramesh,2,CD4_T,0.3106455954279402
LASSO,Ramesh,2,CD8_T,0.4492194057464477
LASSO,Ramesh,2,DC,0.2208701246657683
LASSO,Ramesh,2,Mono,0.2070868588883075
LASSO,Ramesh,2,NK,0.2572635167094991
LASSO,Ramesh,2,dnT,0.2117724780660535
LASSO,Ramesh,2,gdT,0.2130112836038514
LASSO,Ramesh,3,B,0.2123705419219
LASSO,Ramesh,3,CD4_T,0.2773501502951869
LASSO,Ramesh,3,CD8_T,0.2529429795332129
LASSO,Ramesh,3,DC,0.2753103092160448
LASSO,Ramesh,3,Mono,0.2465466606332162
LASSO,Ramesh,3,NK,0.1675502417182434
LASSO,Ramesh,3,dnT,0.2076770703642234
LASSO,Ramesh,3,gdT,0.1914711175352201
QUBO,Ramesh,1,B,0.1967602000786004
QUBO,Ramesh,1,CD4_T,0.2516855775319548
QUBO,Ramesh,1,CD8_T,0.2844726066343737
QUBO,Ramesh,1,DC,0.3170003580463454
QUBO,Ramesh,1,Mono,0.1530784651186829
QUBO,Ramesh,1,NK,0.1964555745306239
QUBO,Ramesh,1,dnT,0.1849647039084876
QUBO,Ramesh,1,gdT,0.2078315933843161
QUBO,Ramesh,2,B,0.2720021970803875
QUBO,Ramesh,2,CD4_T,0.2733677071175379
QUBO,Ramesh,2,CD8_T,0.2673959205277632
QUBO,Ramesh,2,DC,0.2298105989832751
QUBO,Ramesh,2,Mono,0.2484291562509266
QUBO,Ramesh,2,NK,0.2031799883480579
QUBO,Ramesh,2,dnT,0.2435699106069847
QUBO,Ramesh,2,gdT,0.1986783796565312
QUBO,Ramesh,3,B,0.2250373444265743
QUBO,Ramesh,3,CD4_T,0.256801428291982
QUBO,Ramesh,3,CD8_T,0.2467233094707987
QUBO,Ramesh,3,DC,0.2265973326084611
QUBO,Ramesh,3,Mono,0.1917629033088216
QUBO,Ramesh,3,NK,0.1822014479127063
QUBO,Ramesh,3,dnT,0.2106171804128118
QUBO,Ramesh,3,gdT,0.1678035034937781
mRMR,Ramesh,1,B,0.243638450320381
mRMR,Ramesh,1,CD4_T,0.2482317222899668
mRMR,Ramesh,1,CD8_T,0.2988800608789018
mRMR,Ramesh,1,DC,0.3449034189755487
mRMR,Ramesh,1,Mono,0.1876924974609227
mRMR,Ramesh,1,NK,0.2824614353464103
mRMR,Ramesh,1,dnT,0.2306283174784139
mRMR,Ramesh,1,gdT,0.2212639118505209
mRMR,Ramesh,2,B,0.3574744352161276
mRMR,Ramesh,2,CD4_T,0.3199399651401576
mRMR,Ramesh,2,CD8_T,0.293540766012383
mRMR,Ramesh,2,DC,0.2888491767031562
mRMR,Ramesh,2,Mono,0.2490987033690386
mRMR,Ramesh,2,NK,0.2387747449088066
mRMR,Ramesh,2,dnT,0.210599905802524
mRMR,Ramesh,2,gdT,0.2481014499160429
mRMR,Ramesh,3,B,0.2471753612586504
mRMR,Ramesh,3,CD4_T,0.3037214742663414
mRMR,Ramesh,3,CD8_T,0.27036090210261
mRMR,Ramesh,3,DC,0.2577811580472504
mRMR,Ramesh,3,Mono,0.2088823136661588
mRMR,Ramesh,3,NK,0.245248261926039
mRMR,Ramesh,3,dnT,0.2648661536699703
mRMR,Ramesh,3,gdT,0.1979148770678692
DE_top,Ramesh,4,B,0.3689107770921491
DE_top,Ramesh,4,CD4_T,0.3897735887187875
DE_top,Ramesh,4,CD8_T,0.3045937832932746
DE_top,Ramesh,4,DC,0.312251864692684
DE_top,Ramesh,4,Mono,0.3618424923470216
DE_top,Ramesh,4,NK,0.3082621925596441
DE_top,Ramesh,4,dnT,0.468204668497071
DE_top,Ramesh,4,gdT,0.2536585627803949
DE_top,Ramesh,5,CD4_T,0.378898365907322
DE_top,Ramesh,5,CD8_T,0.3107424351615799
DE_top,Ramesh,5,DC,0.2790111597391543
DE_top,Ramesh,5,Mono,0.3281816472767112
DE_top,Ramesh,5,NK,0.3037774976624159
DE_top,Ramesh,5,dnT,0.4446733168266369
DE_top,Ramesh,5,gdT,0.2412128723287668
ElasticNet,Ramesh,4,B,0.6143176290154493
ElasticNet,Ramesh,4,CD4_T,0.3771638772318277
ElasticNet,Ramesh,4,CD8_T,0.3328283816284416
ElasticNet,Ramesh,4,DC,0.3110558094468442
ElasticNet,Ramesh,4,Mono,0.2513543794040133
ElasticNet,Ramesh,4,NK,0.2545747473990805
ElasticNet,Ramesh,4,dnT,0.3689344852124116
ElasticNet,Ramesh,4,gdT,0.214211925197184
ElasticNet,Ramesh,5,CD4_T,0.2821502760865491
ElasticNet,Ramesh,5,CD8_T,0.3243245164849137
ElasticNet,Ramesh,5,DC,0.3882510709826473
ElasticNet,Ramesh,5,Mono,0.1870872393975756
ElasticNet,Ramesh,5,NK,0.2494463618048494
ElasticNet,Ramesh,5,dnT,0.2668172968897507
ElasticNet,Ramesh,5,gdT,0.2879213373108955
HVG,Ramesh,4,B,0.336203530633304
HVG,Ramesh,4,CD4_T,0.7076244808997801
HVG,Ramesh,4,CD8_T,0.7523242494521148
HVG,Ramesh,4,DC,0.3719160954969105
HVG,Ramesh,4,Mono,0.3896688437043672
HVG,Ramesh,4,NK,0.6310701261567211
HVG,Ramesh,4,dnT,0.763963076883831
HVG,Ramesh,4,gdT,0.6121777796929377
HVG,Ramesh,5,CD4_T,0.6670514577545521
HVG,Ramesh,5,CD8_T,0.6741051685003716
HVG,Ramesh,5,DC,0.3684365286393629
HVG,Ramesh,5,Mono,0.4114680771614221
HVG,Ramesh,5,NK,0.5152442555975181
HVG,Ramesh,5,dnT,0.7246078158558666
HVG,Ramesh,5,gdT,0.5507242876906355
LASSO,Ramesh,4,B,0.3250864325313235
LASSO,Ramesh,4,CD4_T,0.2502103558204823
LASSO,Ramesh,4,CD8_T,0.302375153508172
LASSO,Ramesh,4,DC,0.2368336080578295
LASSO,Ramesh,4,Mono,0.2109239030236449
LASSO,Ramesh,4,NK,0.2124894183555108
LASSO,Ramesh,4,dnT,0.2466911354356428
LASSO,Ramesh,4,gdT,0.2408161625208661
LASSO,Ramesh,5,CD4_T,0.2774361973227999
LASSO,Ramesh,5,CD8_T,0.3396772754767562
LASSO,Ramesh,5,DC,0.2530697699823879
LASSO,Ramesh,5,Mono,0.2555636151390406
LASSO,Ramesh,5,NK,0.2106935725445561
LASSO,Ramesh,5,dnT,0.2082550042527928
LASSO,Ramesh,5,gdT,0.2383073964347239
QUBO,Ramesh,4,B,0.2278326162157444
QUBO,Ramesh,4,CD4_T,0.2676050165747721
QUBO,Ramesh,4,CD8_T,0.226131432162295
QUBO,Ramesh,4,DC,0.2439044845297955
QUBO,Ramesh,4,Mono,0.2561512113572908
QUBO,Ramesh,4,NK,0.2161097110546799
QUBO,Ramesh,4,dnT,0.2940518047047547
QUBO,Ramesh,4,gdT,0.1861967913263754
QUBO,Ramesh,5,CD4_T,0.2745180962298879
QUBO,Ramesh,5,CD8_T,0.252948160525064
QUBO,Ramesh,5,DC,0.2075057703153714
QUBO,Ramesh,5,Mono,0.1866374296060907
QUBO,Ramesh,5,NK,0.1825316541480249
QUBO,Ramesh,5,dnT,0.3318311535523332
QUBO,Ramesh,5,gdT,0.1817369018832786
mRMR,Ramesh,4,B,0.2167811059848171
mRMR,Ramesh,4,CD4_T,0.2866016527374347
mRMR,Ramesh,4,CD8_T,0.2784656743214898
mRMR,Ramesh,4,DC,0.2642190024680705
mRMR,Ramesh,4,Mono,0.3142143313965182
mRMR,Ramesh,4,NK,0.2529019514704886
mRMR,Ramesh,4,dnT,0.3460423856212775
mRMR,Ramesh,4,gdT,0.2536585627803948
mRMR,Ramesh,5,CD4_T,0.2796075318158212
mRMR,Ramesh,5,CD8_T,0.3107424351615799
mRMR,Ramesh,5,DC,0.2790111597391543
mRMR,Ramesh,5,Mono,0.223939826019496
mRMR,Ramesh,5,NK,0.2730504319523739
mRMR,Ramesh,5,dnT,0.3605051264452453
mRMR,Ramesh,5,gdT,0.2412128723287668
